caution_speed_kmh,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
80,detection,9,29,4,0.13793103448275862,3,0,0.0,4,52,8.975000000004876,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,1.5000000000000002,29,4,4,4,1,26,3.6284759044647217
80,detection,10,29,4,0.13793103448275862,4,0,0.0,4,49,8.825000000011869,0.3000000000004093,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6609535217285156
80,detection,11,29,6,0.20689655172413793,5,0,0.0,6,79,8.600000000006881,0.33333333333379284,2.5027777777776947,100.0,100.0,0.0,0.0,29,7,5,5,0,24,3.7593328952789307
80,detection,12,29,8,0.27586206896551724,8,0,0.0,8,102,10.137500000002998,0.3500000000000476,3.3388888888887585,100.0,100.0,0.0,1.8000000000000005,29,8,8,9,1,21,3.850008010864258
80,detection,13,29,4,0.13793103448275862,4,0,0.0,4,51,9.900000000009008,0.5250000000004036,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6058409214019775
80,detection,14,29,4,0.13793103448275862,4,0,0.0,4,51,6.9999999999936335,0.049999999999954525,1.6708333333332976,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.7101213932037354
80,aware,0,29,7,0.2413793103448276,7,1,0.14285714285714285,7,88,10.485714285721416,0.24285714285745388,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.796950578689575
80,aware,1,29,1,0.034482758620689655,1,0,0.0,1,13,10.899999999990087,0.1999999999998181,0.4180555555555578,100.0,100.0,0.0,0.0,29,2,1,1,0,28,3.716399669647217
80,aware,2,29,7,0.2413793103448276,7,0,0.0,7,91,9.571428571447248,0.41428571428679917,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.8560867309570312
80,aware,3,29,6,0.20689655172413793,6,1,0.16666666666666666,6,75,7.883333333336092,0.11666666666686372,2.504166666666584,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.8273253440856934
80,aware,4,29,6,0.20689655172413793,5,1,0.2,6,75,9.41666666668984,0.316666666667345,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,5,5,0,24,3.7746591567993164
80,aware,5,29,4,0.13793103448275862,4,0,0.0,4,52,10.775000000002137,0.6749999999996135,1.6708333333332976,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.778083324432373
80,aware,6,29,8,0.27586206896551724,8,3,0.375,8,100,8.587500000011346,0.26250000000052864,3.33749999999987,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.9658327102661133
80,aware,7,29,4,0.13793103448275862,4,0,0.0,4,49,10.324999999992038,0.29999999999987637,1.6708333333332976,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.8789892196655273
80,aware,8,29,6,0.20689655172413793,6,1,0.16666666666666666,6,81,7.43333333333544,0.16666666666662877,2.5055555555554725,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.9060702323913574
80,aware,9,29,4,0.13793103448275862,3,0,0.0,4,52,8.975000000004876,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,1.5000000000000002,29,4,4,4,1,26,3.3836605548858643
80,aware,10,29,4,0.13793103448275862,4,0,0.0,4,49,8.825000000011869,0.3000000000004093,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.408703565597534
80,aware,11,29,6,0.20689655172413793,5,0,0.0,6,79,8.600000000006881,0.33333333333379284,2.5027777777776947,100.0,100.0,0.0,0.0,29,7,5,5,0,24,3.3679213523864746
80,aware,12,29,8,0.27586206896551724,8,0,0.0,8,102,10.137500000002998,0.3500000000000476,3.3388888888887585,100.0,100.0,0.0,1.8000000000000005,29,8,8,9,1,21,3.49692964553833
80,aware,13,29,4,0.13793103448275862,4,0,0.0,4,51,9.900000000009008,0.5250000000004036,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.2869672775268555
80,aware,14,29,4,0.13793103448275862,4,0,0.0,4,51,6.9999999999936335,0.049999999999954525,1.6708333333332976,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.376476287841797
80,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,1.9691433906555176
80,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,1.9733397960662842
80,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.004859447479248
80,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.0138542652130127
80,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,1.9731791019439697
80,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,1.9882020950317383
80,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,1.996265172958374
80,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.0187437534332275
80,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,1.933318853378296
80,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,1.923975944519043
80,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,1.9078757762908936
80,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,1.877000093460083
80,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,1.9248402118682861
80,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,1.8599834442138672
80,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,1.837977647781372
100,detection,0,29,4,0.13793103448275862,4,0,0.0,4,55,10.175000000024916,0.300000000000999,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5949597358703613
100,detection,1,29,7,0.2413793103448276,7,0,0.0,7,97,8.900000000008665,0.31428571428562335,2.9222222222221155,100.0,100.0,0.0,2.500000000000001,29,7,7,7,1,23,3.50644850730896
100,detection,2,29,6,0.20689655172413793,6,0,0.0,6,84,7.966666666666583,0.250000000000379,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.6581265926361084
100,detection,3,29,5,0.1724137931034483,4,0,0.0,5,68,7.760000000011496,0.22000000000061845,2.086111111111052,100.0,100.0,0.0,2.800000000000001,29,6,4,4,1,26,3.649491310119629
100,detection,4,29,5,0.1724137931034483,5,1,0.2,5,68,9.10000000001935,0.1399999999999409,2.0847222222221635,100.0,100.0,0.0,1.8000000000000005,29,5,5,6,1,24,3.7268099784851074
100,detection,5,29,5,0.1724137931034483,5,1,0.2,5,69,9.820000000004347,0.47999999999992726,2.087499999999941,100.0,100.0,0.0,1.0999999999999999,29,5,5,5,1,24,3.7066097259521484
100,detection,6,29,6,0.20689655172413793,6,2,0.3333333333333333,6,79,10.133333333342895,0.18333333333339397,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.7560770511627197
100,detection,7,29,10,0.3448275862068966,10,1,0.1,10,137,8.630000000012776,0.46000000000101693,4.170833333333331,100.0,100.0,0.0,7.999999999999988,29,11,10,12,3,19,3.720616579055786
100,detection,8,29,7,0.2413793103448276,6,2,0.3333333333333333,7,97,7.114285714298213,0.20000000000030532,2.9180555555554495,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.5557303428649902
100,detection,9,29,9,0.3103448275862069,9,0,0.0,9,124,7.76666666667448,0.37777777777850474,3.755555555555458,100.0,100.0,0.0,3.4000000000000017,29,9,9,10,1,20,3.5024831295013428
100,detection,10,29,7,0.2413793103448276,7,1,0.14285714285714285,7,94,8.628571428578002,0.30000000000044175,2.9236111111110046,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.485653877258301
100,detection,11,29,7,0.2413793103448276,7,2,0.2857142857142857,7,95,7.371428571426691,0.42857142857136765,2.9236111111110046,100.0,100.0,0.0,2.2000000000000006,29,7,7,7,1,23,3.4390735626220703
100,detection,12,29,4,0.13793103448275862,4,0,0.0,4,56,9.174999999995059,0.09999999999995879,1.669444444444409,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.552572011947632
100,detection,13,29,4,0.13793103448275862,4,0,0.0,4,55,9.900000000007758,0.2999999999998124,1.66805555555552,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.5262887477874756
100,detection,14,29,8,0.27586206896551724,8,1,0.125,8,111,9.349999999997692,0.26249999999987494,3.3416666666665362,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.543470621109009
100,aware,0,29,4,0.13793103448275862,4,0,0.0,4,55,10.175000000024916,0.300000000000999,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.4639880657196045
100,aware,1,29,7,0.2413793103448276,7,0,0.0,7,97,8.900000000008665,0.31428571428562335,2.9222222222221155,100.0,100.0,0.0,2.500000000000001,29,7,7,7,1,23,3.565288543701172
100,aware,2,29,6,0.20689655172413793,6,0,0.0,6,84,7.966666666666583,0.250000000000379,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.643524408340454
100,aware,3,29,5,0.1724137931034483,4,0,0.0,5,68,7.760000000011496,0.22000000000061845,2.086111111111052,100.0,100.0,0.0,2.800000000000001,29,6,4,4,1,26,3.510261297225952
100,aware,4,29,5,0.1724137931034483,5,1,0.2,5,68,9.10000000001935,0.1399999999999409,2.0847222222221635,100.0,100.0,0.0,1.8000000000000005,29,5,5,6,1,24,3.52653431892395
100,aware,5,29,5,0.1724137931034483,5,1,0.2,5,69,9.820000000004347,0.47999999999992726,2.087499999999941,100.0,100.0,0.0,1.0999999999999999,29,5,5,5,1,24,3.606215715408325
100,aware,6,29,6,0.20689655172413793,6,2,0.3333333333333333,6,79,10.133333333342895,0.18333333333339397,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.4722766876220703
100,aware,7,29,10,0.3448275862068966,10,1,0.1,10,137,8.630000000012776,0.46000000000101693,4.170833333333331,100.0,100.0,0.0,7.999999999999988,29,11,10,12,3,19,3.6704087257385254
100,aware,8,29,7,0.2413793103448276,6,2,0.3333333333333333,7,97,7.114285714298213,0.20000000000030532,2.9180555555554495,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.723869800567627
100,aware,9,29,9,0.3103448275862069,9,0,0.0,9,124,7.76666666667448,0.37777777777850474,3.755555555555458,100.0,100.0,0.0,3.4000000000000017,29,9,9,10,1,20,3.364281415939331
100,aware,10,29,7,0.2413793103448276,7,1,0.14285714285714285,7,94,8.628571428578002,0.30000000000044175,2.9236111111110046,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.29474139213562
100,aware,11,29,7,0.2413793103448276,7,2,0.2857142857142857,7,95,7.371428571426691,0.42857142857136765,2.9236111111110046,100.0,100.0,0.0,2.2000000000000006,29,7,7,7,1,23,3.4128847122192383
100,aware,12,29,4,0.13793103448275862,4,0,0.0,4,56,9.174999999995059,0.09999999999995879,1.669444444444409,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.3081746101379395
100,aware,13,29,4,0.13793103448275862,4,0,0.0,4,55,9.900000000007758,0.2999999999998124,1.66805555555552,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.2356598377227783
100,aware,14,29,8,0.27586206896551724,8,1,0.125,8,111,9.349999999997692,0.26249999999987494,3.3416666666665362,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.236659288406372
100,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,1.9691433906555176
100,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,1.9733397960662842
100,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.004859447479248
100,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.0138542652130127
100,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,1.9731791019439697
100,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,1.9882020950317383
100,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,1.996265172958374
100,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.0187437534332275
100,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,1.933318853378296
100,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,1.923975944519043
100,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,1.9078757762908936
100,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,1.877000093460083
100,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,1.9248402118682861
100,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,1.8599834442138672
100,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,1.837977647781372
