boost_factor,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
1.3,detection,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.598268747329712
1.3,detection,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.6006510257720947
1.3,detection,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.658921003341675
1.3,aware,0,29,4,0.13793103448275862,4,0,0.0,4,43,11.550000000007408,0.1499999999998849,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6512417793273926
1.3,aware,1,29,6,0.20689655172413793,5,1,0.2,6,62,10.066666666667365,0.34999999999990905,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.555462598800659
1.3,aware,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.672006368637085
1.3,aware,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6430866718292236
1.3,aware,4,29,5,0.1724137931034483,5,2,0.4,5,49,8.780000000006543,0.2800000000002683,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6216275691986084
1.3,aware,5,29,5,0.1724137931034483,5,0,0.0,5,50,11.320000000018263,0.24000000000005456,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6457812786102295
1.3,aware,6,29,7,0.2413793103448276,7,1,0.14285714285714285,7,69,9.814285714298146,0.35714285714326316,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.741593599319458
1.3,aware,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.663644790649414
1.3,aware,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.6837282180786133
1.3,aware,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.2765181064605713
1.3,aware,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.3758466243743896
1.3,aware,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.2725777626037598
1.3,aware,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.170299530029297
1.3,aware,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.220374584197998
1.3,aware,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.277022361755371
1.3,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1939852237701416
1.3,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.244591474533081
1.3,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.2956247329711914
1.3,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.258530855178833
1.3,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.206670045852661
1.3,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.389866590499878
1.3,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.220158338546753
1.3,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.267866849899292
1.3,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.239943742752075
1.3,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.241959810256958
1.3,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.1630289554595947
1.3,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.157041311264038
1.3,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.13948130607605
1.3,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.1188700199127197
1.3,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.0763587951660156
1.4,detection,0,29,4,0.13793103448275862,4,0,0.0,4,43,11.550000000007408,0.1499999999998849,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5723774433135986
1.4,detection,1,29,6,0.20689655172413793,5,1,0.2,6,62,10.066666666667365,0.34999999999990905,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.432422637939453
1.4,detection,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.417649507522583
1.4,detection,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5279974937438965
1.4,detection,4,29,5,0.1724137931034483,5,2,0.4,5,49,8.780000000006543,0.2800000000002683,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.528444766998291
1.4,detection,5,29,5,0.1724137931034483,5,0,0.0,5,50,11.320000000018263,0.24000000000005456,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.4736263751983643
1.4,detection,6,29,7,0.2413793103448276,7,1,0.14285714285714285,7,69,9.814285714298146,0.35714285714326316,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.535398244857788
1.4,detection,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.6228108406066895
1.4,detection,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.580665349960327
1.4,detection,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.597062110900879
1.4,detection,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.6189868450164795
1.4,detection,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.5784480571746826
1.4,detection,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.688602924346924
1.4,detection,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.5807719230651855
1.4,detection,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6387381553649902
1.4,aware,0,29,4,0.13793103448275862,4,0,0.0,4,43,11.550000000007408,0.1499999999998849,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.673422336578369
1.4,aware,1,29,6,0.20689655172413793,5,1,0.2,6,62,10.066666666667365,0.34999999999990905,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.6956965923309326
1.4,aware,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.7943687438964844
1.4,aware,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6117918491363525
1.4,aware,4,29,5,0.1724137931034483,5,2,0.4,5,49,8.780000000006543,0.2800000000002683,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.598327398300171
1.4,aware,5,29,5,0.1724137931034483,5,0,0.0,5,50,11.320000000018263,0.24000000000005456,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.606135606765747
1.4,aware,6,29,7,0.2413793103448276,7,1,0.14285714285714285,7,69,9.814285714298146,0.35714285714326316,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.578376293182373
1.4,aware,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.6055097579956055
1.4,aware,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.535667896270752
1.4,aware,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.378927707672119
1.4,aware,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.2301878929138184
1.4,aware,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.2059078216552734
1.4,aware,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.3486318588256836
1.4,aware,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.2708182334899902
1.4,aware,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.2212417125701904
1.4,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1939852237701416
1.4,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.244591474533081
1.4,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.2956247329711914
1.4,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.258530855178833
1.4,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.206670045852661
1.4,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.389866590499878
1.4,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.220158338546753
1.4,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.267866849899292
1.4,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.239943742752075
1.4,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.241959810256958
1.4,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.1630289554595947
1.4,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.157041311264038
1.4,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.13948130607605
1.4,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.1188700199127197
1.4,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.0763587951660156
1.5,detection,0,29,4,0.13793103448275862,4,0,0.0,4,43,11.550000000007408,0.1499999999998849,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.373431921005249
1.5,detection,1,29,6,0.20689655172413793,5,1,0.2,6,62,10.066666666667365,0.34999999999990905,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.407106876373291
1.5,detection,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.4034228324890137
1.5,detection,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.498143196105957
1.5,detection,4,29,5,0.1724137931034483,5,2,0.4,5,49,8.780000000006543,0.2800000000002683,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.483384132385254
1.5,detection,5,29,5,0.1724137931034483,5,0,0.0,5,50,11.320000000018263,0.24000000000005456,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.4935898780822754
1.5,detection,6,29,7,0.2413793103448276,7,1,0.14285714285714285,7,69,9.814285714298146,0.35714285714326316,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.4466850757598877
1.5,detection,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.5556318759918213
1.5,detection,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.5673575401306152
1.5,detection,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.548311233520508
1.5,detection,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.4584176540374756
1.5,detection,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.4916279315948486
1.5,detection,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.547238826751709
1.5,detection,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.557297468185425
1.5,detection,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.4583773612976074
1.5,aware,0,29,4,0.13793103448275862,4,0,0.0,4,43,11.550000000007408,0.1499999999998849,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.7016966342926025
1.5,aware,1,29,6,0.20689655172413793,5,1,0.2,6,62,10.066666666667365,0.34999999999990905,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.5040690898895264
1.5,aware,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6339173316955566
1.5,aware,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.558042287826538
1.5,aware,4,29,5,0.1724137931034483,5,2,0.4,5,49,8.780000000006543,0.2800000000002683,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.4912638664245605
1.5,aware,5,29,5,0.1724137931034483,5,0,0.0,5,50,11.320000000018263,0.24000000000005456,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.494839906692505
1.5,aware,6,29,7,0.2413793103448276,7,1,0.14285714285714285,7,69,9.814285714298146,0.35714285714326316,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.484691858291626
1.5,aware,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.5841524600982666
1.5,aware,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.4779646396636963
1.5,aware,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.3408992290496826
1.5,aware,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.356738805770874
1.5,aware,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.2752885818481445
1.5,aware,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.25711727142334
1.5,aware,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.214207410812378
1.5,aware,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.1708621978759766
1.5,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1939852237701416
1.5,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.244591474533081
1.5,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.2956247329711914
1.5,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.258530855178833
1.5,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.206670045852661
1.5,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.389866590499878
1.5,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.220158338546753
1.5,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.267866849899292
1.5,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.239943742752075
1.5,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.241959810256958
1.5,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.1630289554595947
1.5,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.157041311264038
1.5,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.13948130607605
1.5,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.1188700199127197
1.5,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.0763587951660156
