hesitate_dwell_max,metric,comparison,n_ref,n_trt,mean_ref_pct,mean_trt_pct,welch_t,welch_df,welch_p,glm_family,glm_dispersion,rate_ratio,rr_ci_low,rr_ci_high,glm_z,glm_p,bootstrap_diff_pp,bootstrap_ci_low_pp,bootstrap_ci_high_pp,reduction_pct,reduction_ci_low_pct,reduction_ci_high_pct
1,det_rate,detection_vs_aware,15,15,21.1494,21.1494,0,28,1,poisson,0.858696,1,0.749023,1.33507,-1.12948e-15,1,0,-5.51724,5.51724,0,-29.6296,23.4043
2,det_rate,detection_vs_aware,15,15,17.7011,17.7011,0,28,1,poisson,0.441558,1,0.729145,1.37147,-3.44438e-16,1,0,-3.67816,3.67816,0,-22.3881,18.6047
3,det_rate,detection_vs_aware,15,15,19.0805,19.0805,0,28,1,poisson,0.409639,1,0.737676,1.35561,-1.43042e-15,1,0,-3.67816,3.67816,0,-20.8333,17.0455
5,det_rate,detection_vs_aware,15,15,17.931,17.931,0,28,1,poisson,0.692308,1,0.730628,1.36869,0,1,0,-4.36782,4.36782,0,-28,21.978
8,det_rate,detection_vs_aware,15,15,20.6897,20.6897,0,28,1,poisson,0.47619,1,0.746634,1.33934,-2.97904e-15,1,0,-4.13793,4.13793,0,-22.2222,18.0952
