metric,comparison,n_ref,n_trt,mean_ref_value,mean_trt_value,welch_t,welch_df,welch_p,glm_family,glm_dispersion,rate_ratio,rr_ci_low,rr_ci_high,glm_z,glm_p,bootstrap_diff_pp,bootstrap_ci_low_pp,bootstrap_ci_high_pp,reduction_pct,reduction_ci_low_pct,reduction_ci_high_pct
in_range_latency_s,detection_vs_aware,20,20,0.312666,0.312666,0,38,1,none,,,,,,,0,-5.6897,5.81375,0,-20.1849,16.5274
