radar_spacing,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
5,control,14,29,0,0.0,15,2,0.13333333333333333,0,0,0.0,0.0,0.0,5.399999999999997,29,29,16,16,2,14,1.5521659851074219
5,detection,0,29,29,1.0,25,1,0.04,29,293,0.1413793103449695,0.1413793103449695,12.100000000001799,0.0,29,29,29,25,0,4,4.3775365352630615
5,detection,1,29,29,1.0,24,1,0.041666666666666664,29,291,0.13448275862086137,0.13448275862086137,12.100000000001799,0.0,29,29,28,24,0,5,4.3577797412872314
5,detection,2,29,29,1.0,17,0,0.0,29,290,0.10689655172434159,0.10689655172434159,12.100000000001799,2.9000000000000012,29,29,27,17,2,12,4.4576146602630615
5,detection,3,29,29,1.0,25,2,0.08,29,289,0.1551724137932985,0.1551724137932985,12.100000000001799,0.0,29,29,27,25,0,4,4.28628396987915
5,detection,4,29,29,1.0,26,1,0.038461538461538464,29,292,0.08620689655178294,0.08620689655178294,12.100000000001799,0.0,29,29,29,26,0,3,4.219122886657715
5,detection,5,29,29,1.0,21,0,0.0,29,291,0.09310344827599594,0.09310344827599594,12.100000000001799,0.0,29,29,29,21,0,8,4.178556203842163
5,detection,6,29,29,1.0,23,3,0.13043478260869565,29,289,0.100000000000108,0.100000000000108,12.100000000001799,0.0,29,29,28,23,0,6,4.220163822174072
5,detection,7,29,29,1.0,20,0,0.0,29,290,0.11724137931048126,0.11724137931048126,12.100000000001799,0.0,29,29,28,20,0,9,4.367685317993164
5,detection,8,29,29,1.0,25,2,0.08,29,293,0.13448275862091233,0.13448275862091233,12.100000000001799,0.0,29,29,29,25,0,4,4.241322755813599
5,detection,9,29,29,1.0,23,3,0.13043478260869565,29,288,0.11034482758623493,0.11034482758623493,12.100000000001799,0.0,29,29,29,23,0,6,4.33400297164917
5,detection,10,29,29,1.0,25,2,0.08,29,287,0.20344827586217795,0.20344827586217795,12.100000000001799,0.0,29,29,28,25,0,4,4.418832540512085
5,detection,11,29,29,1.0,20,0,0.0,29,288,0.12758620689657582,0.12758620689657582,12.100000000001799,0.0,29,29,26,20,0,9,4.633613109588623
5,detection,12,29,29,1.0,24,1,0.041666666666666664,29,290,0.21724137931062357,0.21724137931062357,12.100000000001799,0.0,29,29,27,24,0,5,4.173834562301636
5,detection,13,29,29,1.0,23,0,0.0,29,289,0.16896551724155787,0.16896551724155787,12.100000000001799,0.0,29,29,28,23,0,6,4.287409782409668
5,detection,14,29,29,1.0,25,0,0.0,29,290,0.09655172413797258,0.09655172413797258,12.100000000001799,0.0,29,29,28,25,0,4,4.2698259353637695
5,aware,0,29,29,1.0,23,1,0.043478260869565216,29,293,0.12068965517246377,0.12068965517246377,12.100000000001799,0.0,29,29,29,23,0,6,4.40845799446106
5,aware,1,29,29,1.0,26,3,0.11538461538461539,29,292,0.11034482758624767,0.11034482758624767,12.100000000001799,0.0,29,29,29,26,0,3,4.376881122589111
5,aware,2,29,29,1.0,21,3,0.14285714285714285,29,291,0.17586206896575324,0.17586206896575324,12.100000000001799,0.0,29,29,27,21,0,8,4.406713247299194
5,aware,3,29,29,1.0,25,0,0.0,29,294,0.13448275862086528,0.13448275862086528,12.100000000001799,0.0,29,29,27,25,0,4,4.49999213218689
5,aware,4,29,29,1.0,23,2,0.08695652173913043,29,295,0.09310344827602633,0.09310344827602633,12.100000000001799,0.0,29,29,29,23,0,6,4.271102666854858
5,aware,5,29,29,1.0,21,2,0.09523809523809523,29,290,0.14827586206913154,0.14827586206913154,12.100000000001799,0.0,29,29,27,21,0,8,4.570641994476318
5,aware,6,29,29,1.0,17,1,0.058823529411764705,29,292,0.17241379310366978,0.17241379310366978,12.100000000001799,0.0,29,29,24,17,0,12,4.358476877212524
5,aware,7,29,29,1.0,19,2,0.10526315789473684,29,296,0.13448275862072806,0.13448275862072806,12.100000000001799,0.0,29,29,27,19,0,10,4.4416375160217285
5,aware,8,29,29,1.0,22,1,0.045454545454545456,29,291,0.10689655172424849,0.10689655172424849,12.100000000001799,0.0,29,29,26,22,0,7,4.324447870254517
5,aware,9,29,29,1.0,23,1,0.043478260869565216,29,291,0.13793103448296148,0.13793103448296148,12.100000000001799,0.0,29,29,28,23,0,6,4.251370429992676
5,aware,10,29,29,1.0,22,1,0.045454545454545456,29,291,0.1758620689657944,0.1758620689657944,12.100000000001799,0.0,29,29,28,22,0,7,4.3156702518463135
5,aware,11,29,29,1.0,22,0,0.0,29,292,0.1448275862069638,0.1448275862069638,12.100000000001799,0.0,29,29,29,22,0,7,4.434152603149414
5,aware,12,29,29,1.0,25,1,0.04,29,296,0.1931034482760187,0.1931034482760187,12.100000000001799,0.0,29,29,28,25,0,4,4.342638969421387
5,aware,13,29,29,1.0,21,1,0.047619047619047616,29,295,0.16896551724147163,0.16896551724147163,12.100000000001799,0.0,29,29,28,21,0,8,4.295650482177734
5,aware,14,29,29,1.0,22,1,0.045454545454545456,29,291,0.1206896551725118,0.1206896551725118,12.100000000001799,0.0,29,29,29,22,0,7,4.3838951587677
10,control,0,29,0,0.0,16,2,0.125,0,0,0.0,0.0,0.0,1.2,29,29,22,16,1,13,1.5085985660552979
10,control,1,29,0,0.0,17,1,0.058823529411764705,0,0,0.0,0.0,0.0,7.999999999999988,29,29,21,17,3,13,1.5520479679107666
10,control,2,29,0,0.0,18,5,0.2777777777777778,0,0,0.0,0.0,0.0,5.999999999999995,29,29,21,18,3,11,1.5247581005096436
10,control,3,29,0,0.0,20,5,0.25,0,0,0.0,0.0,0.0,7.39999999999999,29,29,24,21,4,9,1.5616662502288818
10,control,4,29,0,0.0,20,4,0.2,0,0,0.0,0.0,0.0,8.899999999999984,29,29,25,20,3,10,1.5753059387207031
10,control,5,29,0,0.0,22,2,0.09090909090909091,0,0,0.0,0.0,0.0,10.799999999999978,29,29,23,23,5,7,1.6101634502410889
10,control,6,29,0,0.0,21,3,0.14285714285714285,0,0,0.0,0.0,0.0,3.2000000000000015,29,29,23,22,2,8,1.561539649963379
10,control,7,29,0,0.0,15,3,0.2,0,0,0.0,0.0,0.0,0.6,29,29,18,15,2,14,1.4818229675292969
10,control,8,29,0,0.0,15,4,0.26666666666666666,0,0,0.0,0.0,0.0,16.599999999999966,29,29,22,16,7,15,1.5476040840148926
