vehicles_per_dir,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
8,aware,1,29,2,0.06896551724137931,2,0,0.0,2,40,12.700000000015052,0.5999999999996817,0.8347222222222304,100.0,100.0,0.0,0.0,29,2,2,2,0,27,8.027642965316772
8,aware,2,29,4,0.13793103448275862,4,1,0.25,4,82,9.775000000015837,0.2750000000002899,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,4,0,25,7.790680170059204
8,aware,3,29,7,0.2413793103448276,7,2,0.2857142857142857,7,141,10.057142857161969,0.27142857142923404,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,7.925551652908325
8,aware,4,29,8,0.27586206896551724,8,2,0.25,8,161,8.637500000013176,0.14999999999999147,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,8,8,0,21,7.831780433654785
8,aware,5,29,8,0.27586206896551724,8,0,0.0,8,162,9.187500000000782,0.32499999999987494,3.3416666666665362,100.0,100.0,0.0,0.0,29,8,8,8,0,21,7.981699228286743
8,aware,6,29,7,0.2413793103448276,7,0,0.0,7,142,7.171428571436796,0.20000000000033782,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,7.828303575515747
8,aware,7,29,4,0.13793103448275862,4,0,0.0,4,81,8.599999999994623,0.17499999999984084,1.6708333333332976,100.0,100.0,0.0,0.0,29,4,4,4,0,25,7.895913600921631
8,aware,8,29,5,0.1724137931034483,5,1,0.2,5,101,7.2600000000126785,0.060000000000127326,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,8.019709348678589
8,aware,9,29,9,0.3103448275862069,9,0,0.0,9,182,8.366666666675314,0.47777777777874536,3.755555555555458,100.0,100.0,0.0,0.0,29,9,9,9,0,20,7.392074108123779
8,aware,10,29,7,0.2413793103448276,7,0,0.0,7,142,8.714285714290343,0.4428571428570324,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,7.286044597625732
8,aware,11,29,7,0.2413793103448276,7,1,0.14285714285714285,7,143,8.571428571432794,0.4285714285717209,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,7.196276426315308
8,aware,12,29,7,0.2413793103448276,7,0,0.0,7,142,8.571428571440979,0.18571428571440915,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,7.203478574752808
8,aware,13,29,3,0.10344827586206896,3,0,0.0,3,61,6.966666666667152,0.20000000000027285,1.2513888888888773,100.0,100.0,0.0,0.0,29,3,3,3,0,26,7.210357189178467
8,aware,14,29,8,0.27586206896551724,8,0,0.0,8,164,9.050000000006818,0.23750000000035243,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,8,8,0,21,7.117384433746338
8,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1628105640411377
8,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.2382452487945557
8,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.1882247924804688
8,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.1832211017608643
8,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.185708999633789
8,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.223066806793213
8,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.350759744644165
8,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.1764371395111084
8,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.2196099758148193
8,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.150815010070801
8,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.1766304969787598
8,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.1910619735717773
8,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.152891159057617
8,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.163782835006714
8,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.131218671798706
16,detection,0,29,5,0.1724137931034483,5,2,0.4,5,201,9.059999999997126,0.1799999999998363,2.087499999999941,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.80881094932556
16,detection,1,29,4,0.13793103448275862,4,0,0.0,4,160,9.500000000013983,0.2750000000008299,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,20.700314044952393
16,detection,2,29,5,0.1724137931034483,5,1,0.2,5,201,9.000000000006002,0.17999999999992725,2.087499999999941,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.572835445404053
16,detection,3,29,8,0.27586206896551724,8,4,0.5,8,321,7.362500000016055,0.6625000000019412,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,20.78642439842224
16,detection,4,29,6,0.20689655172413793,6,2,0.3333333333333333,6,241,8.950000000014521,0.20000000000027285,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,20.90268564224243
16,detection,5,29,5,0.1724137931034483,5,0,0.0,5,200,8.660000000014133,0.20000000000054569,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.864563465118408
16,detection,6,29,2,0.06896551724137931,2,0,0.0,2,80,6.700000000015137,0.0,0.8333333333333414,100.0,100.0,0.0,0.0,29,2,2,2,0,27,20.78267502784729
16,detection,7,29,6,0.20689655172413793,6,0,0.0,6,241,9.150000000023605,0.33333333333416704,2.5013888888888065,100.0,100.0,0.0,0.0,29,6,6,6,0,23,20.582019329071045
16,detection,8,29,8,0.27586206896551724,8,1,0.125,8,320,8.387499999999736,0.15000000000027214,3.3402777777776476,100.0,100.0,0.0,0.0,29,8,8,8,0,21,20.684834003448486
16,detection,9,29,5,0.1724137931034483,5,2,0.4,5,201,9.360000000011746,0.20000000000004547,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.64529824256897
16,detection,10,29,4,0.13793103448275862,4,0,0.0,4,160,8.825000000004245,0.5250000000009081,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,20.924853563308716
16,detection,11,29,5,0.1724137931034483,5,2,0.4,5,200,8.000000000024647,0.04000000000005457,2.0847222222221635,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.667673349380493
16,detection,12,29,7,0.2413793103448276,7,1,0.14285714285714285,7,281,10.157142857158874,0.2571428571429156,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,20.659940719604492
16,detection,13,29,5,0.1724137931034483,5,0,0.0,5,201,11.500000000019373,0.3400000000007822,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,1,24,20.851853132247925
16,detection,14,29,4,0.13793103448275862,4,2,0.5,4,161,9.650000000013534,0.3749999999999716,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,20.895875930786133
16,aware,0,29,5,0.1724137931034483,5,2,0.4,5,201,9.059999999997126,0.1799999999998363,2.087499999999941,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.73560357093811
16,aware,1,29,4,0.13793103448275862,4,0,0.0,4,160,9.500000000013983,0.2750000000008299,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,20.933908224105835
16,aware,2,29,5,0.1724137931034483,5,1,0.2,5,201,9.000000000006002,0.17999999999992725,2.087499999999941,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.897598266601562
16,aware,3,29,8,0.27586206896551724,8,4,0.5,8,321,7.362500000016055,0.6625000000019412,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,20.95986533164978
16,aware,4,29,6,0.20689655172413793,6,2,0.3333333333333333,6,241,8.950000000014521,0.20000000000027285,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,20.75015377998352
16,aware,5,29,5,0.1724137931034483,5,0,0.0,5,200,8.660000000014133,0.20000000000054569,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,20.911601305007935
16,aware,6,29,2,0.06896551724137931,2,0,0.0,2,80,6.700000000015137,0.0,0.8333333333333414,100.0,100.0,0.0,0.0,29,2,2,2,0,27,20.76501989364624
16,aware,7,29,6,0.20689655172413793,6,0,0.0,6,241,9.150000000023605,0.33333333333416704,2.5013888888888065,100.0,100.0,0.0,0.0,29,6,6,6,0,23,20.72601580619812
16,aware,8,29,8,0.27586206896551724,8,1,0.125,8,320,8.387499999999736,0.15000000000027214,3.3402777777776476,100.0,100.0,0.0,0.0,29,8,8,8,0,21,21.105920553207397
16,aware,9,29,5,0.1724137931034483,5,2,0.4,5,201,9.360000000011746,0.20000000000004547,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,18.907437086105347
16,aware,10,29,4,0.13793103448275862,4,0,0.0,4,160,8.825000000004245,0.5250000000009081,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,18.876342058181763
16,aware,11,29,5,0.1724137931034483,5,2,0.4,5,200,8.000000000024647,0.04000000000005457,2.0847222222221635,100.0,100.0,0.0,0.0,29,5,5,5,0,24,18.962599515914917
16,aware,12,29,7,0.2413793103448276,7,1,0.14285714285714285,7,281,10.157142857158874,0.2571428571429156,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,18.667235851287842
16,aware,13,29,5,0.1724137931034483,5,0,0.0,5,201,11.500000000019373,0.3400000000007822,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,1,24,18.883829593658447
16,aware,14,29,4,0.13793103448275862,4,2,0.5,4,161,9.650000000013534,0.3749999999999716,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,18.89699149131775
16,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1628105640411377
16,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.2382452487945557
16,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.1882247924804688
16,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.1832211017608643
16,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.185708999633789
16,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.223066806793213
16,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.350759744644165
16,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.1764371395111084
16,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.2196099758148193
16,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.150815010070801
16,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.1766304969787598
16,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.1910619735717773
16,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.152891159057617
16,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.163782835006714
16,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.131218671798706
