cruise_speed_kmh,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
60,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.120196580886841
80,detection,0,29,6,0.20689655172413793,6,0,0.0,6,59,9.350000000017687,0.15000000000010516,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.5301430225372314
80,detection,1,29,5,0.1724137931034483,5,0,0.0,5,48,9.300000000000363,0.3399999999997817,2.08888888888883,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.568011999130249
80,detection,2,29,7,0.2413793103448276,6,1,0.16666666666666666,7,69,7.585714285719811,0.3285714285713896,2.920833333333227,100.0,100.0,0.0,0.0,29,8,6,6,0,23,3.4943246841430664
80,detection,3,29,8,0.27586206896551724,8,1,0.125,8,81,9.525000000016078,0.36250000000001137,3.33749999999987,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.5904672145843506
80,detection,4,29,4,0.13793103448275862,4,2,0.5,4,39,7.075000000002547,0.5500000000013188,1.6708333333332976,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.598620653152466
80,detection,5,29,4,0.13793103448275862,4,0,0.0,4,40,10.499999999995481,0.2249999999998522,1.66805555555552,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.6175525188446045
80,detection,6,29,4,0.13793103448275862,3,0,0.0,4,41,8.850000000014205,0.5000000000010516,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,3,0,26,3.6070942878723145
80,detection,7,29,7,0.2413793103448276,7,0,0.0,7,69,9.457142857167879,0.3000000000006732,2.9166666666665604,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.62738299369812
80,detection,8,29,7,0.2413793103448276,5,1,0.2,7,70,8.342857142877879,0.37142857142917557,2.919444444444338,100.0,100.0,0.0,0.0,29,8,5,5,0,24,3.4413363933563232
80,detection,9,29,5,0.1724137931034483,5,0,0.0,5,49,8.560000000020926,0.2800000000007401,2.0833333333332744,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.4454751014709473
80,detection,10,29,2,0.06896551724137931,2,0,0.0,2,20,12.549999999988586,0.14999999999986358,0.8361111111111192,100.0,100.0,0.0,0.0,29,3,2,2,0,27,3.367995500564575
80,detection,11,29,7,0.2413793103448276,7,0,0.0,7,70,7.985714285732927,0.2857142857146471,2.9180555555554495,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.383918523788452
80,detection,12,29,13,0.4482758620689655,12,0,0.0,13,129,9.100000000007988,0.3000000000004421,5.423611111111393,100.0,100.0,0.0,0.0,29,13,12,12,0,17,3.4854681491851807
80,detection,13,29,6,0.20689655172413793,6,0,0.0,6,61,10.083333333343068,0.21666666666682963,2.504166666666584,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.42112398147583
80,detection,14,29,5,0.1724137931034483,5,0,0.0,5,50,9.26000000000513,0.2800000000002001,2.087499999999941,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.4131839275360107
80,aware,0,29,6,0.20689655172413793,6,0,0.0,6,59,9.350000000017687,0.15000000000010516,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.4970510005950928
80,aware,1,29,5,0.1724137931034483,5,0,0.0,5,48,9.300000000000363,0.3399999999997817,2.08888888888883,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.359560966491699
80,aware,2,29,7,0.2413793103448276,6,1,0.16666666666666666,7,69,7.585714285719811,0.3285714285713896,2.920833333333227,100.0,100.0,0.0,0.0,29,8,6,6,0,23,3.4391441345214844
80,aware,3,29,8,0.27586206896551724,8,1,0.125,8,81,9.525000000016078,0.36250000000001137,3.33749999999987,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.473895788192749
80,aware,4,29,4,0.13793103448275862,4,2,0.5,4,39,7.075000000002547,0.5500000000013188,1.6708333333332976,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.3517072200775146
80,aware,5,29,4,0.13793103448275862,4,0,0.0,4,40,10.499999999995481,0.2249999999998522,1.66805555555552,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.4124128818511963
80,aware,6,29,4,0.13793103448275862,3,0,0.0,4,41,8.850000000014205,0.5000000000010516,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,3,0,26,3.4192276000976562
80,aware,7,29,7,0.2413793103448276,7,0,0.0,7,69,9.457142857167879,0.3000000000006732,2.9166666666665604,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.458573579788208
80,aware,8,29,7,0.2413793103448276,5,1,0.2,7,70,8.342857142877879,0.37142857142917557,2.919444444444338,100.0,100.0,0.0,0.0,29,8,5,5,0,24,3.452786922454834
80,aware,9,29,5,0.1724137931034483,5,0,0.0,5,49,8.560000000020926,0.2800000000007401,2.0833333333332744,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.956862449645996
80,aware,10,29,2,0.06896551724137931,2,0,0.0,2,20,12.549999999988586,0.14999999999986358,0.8361111111111192,100.0,100.0,0.0,0.0,29,3,2,2,0,27,3.0502796173095703
80,aware,11,29,7,0.2413793103448276,7,0,0.0,7,70,7.985714285732927,0.2857142857146471,2.9180555555554495,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.0556106567382812
80,aware,12,29,13,0.4482758620689655,12,0,0.0,13,129,9.100000000007988,0.3000000000004421,5.423611111111393,100.0,100.0,0.0,0.0,29,13,12,12,0,17,3.132852792739868
