driver_reaction_s,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
2.5,detection,8,29,4,0.13793103448275862,4,0,0.0,4,43,9.275000000005889,0.45000000000055707,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.546949625015259
2.5,detection,9,29,5,0.1724137931034483,5,0,0.0,5,50,7.780000000004537,0.18000000000010347,2.086111111111052,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.5164687633514404
2.5,detection,10,29,6,0.20689655172413793,6,0,0.0,6,61,9.633333333338593,0.15000000000001515,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.5485923290252686
2.5,detection,11,29,5,0.1724137931034483,4,0,0.0,5,51,6.999999999994929,0.2799999999999329,2.08888888888883,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.5505383014678955
2.5,detection,12,29,6,0.20689655172413793,6,0,0.0,6,61,9.600000000015195,0.5333333333337341,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.4994542598724365
2.5,detection,13,29,3,0.10344827586206896,3,0,0.0,3,31,12.033333333326397,0.533333333332962,1.252777777777766,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.6097123622894287
2.5,detection,14,29,7,0.2413793103448276,7,0,0.0,7,71,8.757142857161657,0.014285714285701292,2.920833333333227,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.478959083557129
2.5,aware,0,29,9,0.3103448275862069,8,0,0.0,9,92,10.722222222247463,0.3777777777790605,3.7527777777776796,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.5220351219177246
2.5,aware,1,29,5,0.1724137931034483,5,0,0.0,5,50,8.500000000016461,0.2400000000005093,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.465702772140503
2.5,aware,2,29,3,0.10344827586206896,3,1,0.3333333333333333,3,33,7.500000000008716,0.26666666666710626,1.2513888888888773,100.0,100.0,0.0,0.0,29,3,3,3,0,26,3.6527798175811768
2.5,aware,3,29,4,0.13793103448275862,4,0,0.0,4,40,6.9750000000153705,0.2000000000006139,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.543806791305542
2.5,aware,4,29,5,0.1724137931034483,4,0,0.0,5,50,7.640000000004397,0.2400000000003047,2.0847222222221635,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.5356085300445557
2.5,aware,5,29,7,0.2413793103448276,7,0,0.0,7,70,8.61428571429568,0.42857142857240305,2.920833333333227,100.0,100.0,0.0,0.0,29,10,7,7,0,22,3.54164719581604
2.5,aware,6,29,4,0.13793103448275862,4,0,0.0,4,39,9.675000000011067,0.3500000000005059,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.610919237136841
2.5,aware,7,29,7,0.2413793103448276,7,1,0.14285714285714285,7,72,8.65714285715113,0.228571428571647,2.919444444444338,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.663663625717163
2.5,aware,8,29,4,0.13793103448275862,4,0,0.0,4,43,9.275000000005889,0.45000000000055707,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5326108932495117
2.5,aware,9,29,5,0.1724137931034483,5,0,0.0,5,50,7.780000000004537,0.18000000000010347,2.086111111111052,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.2583603858947754
2.5,aware,10,29,6,0.20689655172413793,6,0,0.0,6,61,9.633333333338593,0.15000000000001515,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.2800276279449463
2.5,aware,11,29,5,0.1724137931034483,4,0,0.0,5,51,6.999999999994929,0.2799999999999329,2.08888888888883,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.1665961742401123
2.5,aware,12,29,6,0.20689655172413793,6,0,0.0,6,61,9.600000000015195,0.5333333333337341,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.143176555633545
2.5,aware,13,29,3,0.10344827586206896,3,0,0.0,3,31,12.033333333326397,0.533333333332962,1.252777777777766,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.180579900741577
2.5,aware,14,29,7,0.2413793103448276,7,0,0.0,7,71,8.757142857161657,0.014285714285701292,2.920833333333227,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.186713218688965
2.5,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.063568115234375
2.5,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.1580824851989746
2.5,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.090182304382324
2.5,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.2090117931365967
2.5,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.2285315990448
2.5,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.160515069961548
2.5,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.1667392253875732
2.5,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.1224842071533203
2.5,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.1065633296966553
2.5,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.1588332653045654
2.5,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.124370574951172
2.5,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.1174120903015137
2.5,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,1.989727258682251
2.5,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.0985753536224365
2.5,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.0478134155273438
4.0,detection,0,29,6,0.20689655172413793,6,0,0.0,6,61,9.116666666674638,0.5166666666665142,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.5044777393341064
4.0,detection,1,29,7,0.2413793103448276,7,0,0.0,7,72,9.814285714290756,0.22857142857161047,2.9222222222221155,100.0,100.0,0.0,3.700000000000002,29,7,7,8,1,22,3.5157830715179443
4.0,detection,2,29,5,0.1724137931034483,5,1,0.2,5,52,11.500000000026239,0.4400000000011005,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.35011625289917
4.0,detection,3,29,6,0.20689655172413793,6,0,0.0,6,62,10.266666666679157,0.18333333333369714,2.504166666666584,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.5161995887756348
4.0,detection,4,29,9,0.3103448275862069,9,0,0.0,9,92,9.188888888900907,0.2555555555558031,3.7527777777776796,100.0,100.0,0.0,1.8000000000000005,29,10,9,10,1,20,3.5435574054718018
4.0,detection,5,29,9,0.3103448275862069,8,0,0.0,9,92,10.055555555577232,0.4888888888900611,3.754166666666569,100.0,100.0,0.0,3.4000000000000017,29,9,8,8,1,22,3.6141152381896973
4.0,detection,6,29,9,0.3103448275862069,9,2,0.2222222222222222,9,95,10.488888888903237,0.15555555555571723,3.755555555555458,100.0,100.0,0.0,0.0,29,11,9,9,0,20,3.527979850769043
4.0,detection,7,29,4,0.13793103448275862,4,1,0.25,4,41,8.875000000015866,0.30000000000035953,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.399399757385254
4.0,detection,8,29,6,0.20689655172413793,6,1,0.16666666666666666,6,63,8.183333333352115,0.18333333333381083,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.7568607330322266
4.0,detection,9,29,5,0.1724137931034483,5,0,0.0,5,53,7.140000000004301,0.20000000000044907,2.086111111111052,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.921154022216797
4.0,detection,10,29,6,0.20689655172413793,6,0,0.0,6,62,9.433333333336046,0.18333333333331817,2.5055555555554725,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.881223201751709
4.0,detection,11,29,7,0.2413793103448276,7,0,0.0,7,74,9.028571428574212,0.4285714285720173,2.920833333333227,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.9957125186920166
4.0,detection,12,29,7,0.2413793103448276,7,0,0.0,7,70,9.800000000007193,0.24285714285721025,2.920833333333227,100.0,100.0,0.0,1.8000000000000005,29,7,7,8,1,22,3.891876697540283
4.0,detection,13,29,7,0.2413793103448276,6,0,0.0,7,73,9.785714285722062,0.28571428571461055,2.919444444444338,100.0,100.0,0.0,1.8000000000000005,29,7,7,7,1,23,3.8826658725738525
4.0,detection,14,29,6,0.20689655172413793,6,0,0.0,6,60,8.316666666691768,0.1333333333338184,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.8027520179748535
4.0,aware,0,29,6,0.20689655172413793,6,0,0.0,6,61,9.116666666674638,0.5166666666665142,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.9272637367248535
4.0,aware,1,29,7,0.2413793103448276,7,0,0.0,7,72,9.814285714290756,0.22857142857161047,2.9222222222221155,100.0,100.0,0.0,3.700000000000002,29,7,7,8,1,22,3.9599409103393555
4.0,aware,2,29,5,0.1724137931034483,5,1,0.2,5,52,11.500000000026239,0.4400000000011005,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,4.052347183227539
4.0,aware,3,29,6,0.20689655172413793,6,0,0.0,6,62,10.266666666679157,0.18333333333369714,2.504166666666584,100.0,100.0,0.0,0.0,29,7,6,6,0,23,4.021342039108276
4.0,aware,4,29,9,0.3103448275862069,9,0,0.0,9,92,9.188888888900907,0.2555555555558031,3.7527777777776796,100.0,100.0,0.0,1.8000000000000005,29,10,9,10,1,20,4.166381597518921
4.0,aware,5,29,9,0.3103448275862069,8,0,0.0,9,92,10.055555555577232,0.4888888888900611,3.754166666666569,100.0,100.0,0.0,3.4000000000000017,29,9,8,8,1,22,4.08716344833374
4.0,aware,6,29,9,0.3103448275862069,9,2,0.2222222222222222,9,95,10.488888888903237,0.15555555555571723,3.755555555555458,100.0,100.0,0.0,0.0,29,11,9,9,0,20,4.030200958251953
4.0,aware,7,29,4,0.13793103448275862,4,1,0.25,4,41,8.875000000015866,0.30000000000035953,1.6666666666666312,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.996378183364868
4.0,aware,8,29,6,0.20689655172413793,6,1,0.16666666666666666,6,63,8.183333333352115,0.18333333333381083,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.946882963180542
4.0,aware,9,29,5,0.1724137931034483,5,0,0.0,5,53,7.140000000004301,0.20000000000044907,2.086111111111052,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.6067965030670166
4.0,aware,10,29,6,0.20689655172413793,6,0,0.0,6,62,9.433333333336046,0.18333333333331817,2.5055555555554725,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.438586950302124
4.0,aware,11,29,7,0.2413793103448276,7,0,0.0,7,74,9.028571428574212,0.4285714285720173,2.920833333333227,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.490434169769287
4.0,aware,12,29,7,0.2413793103448276,7,0,0.0,7,70,9.800000000007193,0.24285714285721025,2.920833333333227,100.0,100.0,0.0,1.8000000000000005,29,7,7,8,1,22,3.4051308631896973
4.0,aware,13,29,7,0.2413793103448276,6,0,0.0,7,73,9.785714285722062,0.28571428571461055,2.919444444444338,100.0,100.0,0.0,1.8000000000000005,29,7,7,7,1,23,3.410918712615967
4.0,aware,14,29,6,0.20689655172413793,6,0,0.0,6,60,8.316666666691768,0.1333333333338184,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.388306140899658
4.0,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.063568115234375
4.0,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.1580824851989746
4.0,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.090182304382324
4.0,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.2090117931365967
4.0,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.2285315990448
4.0,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.160515069961548
4.0,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.1667392253875732
4.0,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.1224842071533203
4.0,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.1065633296966553
4.0,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.1588332653045654
4.0,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.124370574951172
4.0,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.1174120903015137
4.0,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,1.989727258682251
4.0,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.0985753536224365
4.0,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.0478134155273438
