awareness_persist_s,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
60,detection,3,29,5,0.1724137931034483,5,1,0.2,5,60,9.380000000015935,0.5600000000016735,4.169444444444441,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.524569034576416
60,detection,4,29,7,0.2413793103448276,6,1,0.16666666666666666,7,85,9.142857142855503,0.18571428571429546,5.838888888889265,100.0,100.0,0.0,0.0,29,9,6,6,0,23,3.6197402477264404
60,detection,5,29,5,0.1724137931034483,5,1,0.2,5,62,10.799999999998544,0.2199999999997999,4.17222222222222,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.502856731414795
60,detection,6,29,8,0.27586206896551724,8,0,0.0,8,95,9.112500000020063,0.3625000000009351,6.66805555555612,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.521507740020752
60,detection,7,29,9,0.3103448275862069,7,2,0.2857142857142857,9,107,7.93333333334421,0.3222222222224755,7.5041666666674205,100.0,100.0,0.0,0.0,29,9,7,7,0,22,3.5064356327056885
60,detection,8,29,5,0.1724137931034483,5,0,0.0,5,58,11.580000000012296,0.22000000000039108,4.168055555555552,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6096181869506836
60,detection,9,29,7,0.2413793103448276,7,0,0.0,7,85,8.05714285716,0.17142857142867132,5.833333333333708,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.5562524795532227
60,detection,10,29,6,0.20689655172413793,6,0,0.0,6,74,9.733333333349796,0.21666666666700016,5.004166666666854,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.513855457305908
60,detection,11,29,5,0.1724137931034483,5,0,0.0,5,60,7.820000000007826,0.879999999999842,4.169444444444441,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6329116821289062
60,detection,12,29,9,0.3103448275862069,9,0,0.0,9,107,9.700000000017601,0.2666666666669515,7.502777777778531,100.0,100.0,0.0,0.0,29,9,9,9,0,20,3.642280101776123
60,detection,13,29,4,0.13793103448275862,4,0,0.0,4,48,10.95000000000362,0.12499999999997158,3.336111111110981,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5981223583221436
60,detection,14,29,4,0.13793103448275862,4,1,0.25,4,47,8.925000000012346,0.12500000000034106,3.336111111110981,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5890986919403076
