metric,comparison,n_ref,n_trt,mean_ref_pct,mean_trt_pct,welch_t,welch_df,welch_p,glm_family,glm_dispersion,rate_ratio,rr_ci_low,rr_ci_high,glm_z,glm_p,bootstrap_diff_pp,bootstrap_ci_low_pp,bootstrap_ci_high_pp,reduction_pct,reduction_ci_low_pct,reduction_ci_high_pct
det_rate,detection_vs_aware,20,20,20.8475,20.8475,0,38,1,poisson,0.599914,1,0.838008,1.19331,-2.77042e-15,1,0,-2.79661,2.79661,0,-14.1631,12.4514
